,symbol,currency,categoryName,currencyProfit,quoteId,quoteIdCross,marginMode,profitMode,pipsPrecision,contractSize,exemode,time,expiration,stopsLevel,precision,swapType,stepRuleId,type,instantMaxVolume,groupName,description,longOnly,trailingEnabled,marginHedgedStrong,swapEnable,percentage,bid,ask,high,low,lotMin,lotMax,lotStep,tickSize,tickValue,swapLong,swapShort,leverage,spreadRaw,spreadTable,starting,swap_rollover3days,marginMaintenance,marginHedged,initialMargin,timeString,currencyPair,shortSelling
3413,ZURN.CH_9,CHF,STC,CHF,6,15,104,6,2,1,1,1670344471717,,0,2,2,224,2433,2147483647,Switzerland,Zurich Insurance Group AG,True,False,False,True,100.0,451.2,451.3,453.8,446.3,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Tue Dec 06 17:34:31 CET 2022,False,False
3414,CRWD.US,USD,STC,USD,6,15,104,6,2,1,1,1670360393445,,0,2,2,12,2436,2147483647,US,Crowdstrike Holdings Inc - class A,True,False,False,True,100.0,113.92,114.02,118.32,112.92,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
3415,CA.FR_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345078651,,0,3,2,225,2423,2147483647,France,Carrefour SA,True,False,False,True,100.0,16.825,16.83,16.84,16.505,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.005,5.0,,0,0,0,0,Tue Dec 06 17:44:38 CET 2022,False,False
3416,NDX1.DE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345079153,,0,3,2,225,2424,2147483647,Germany,Nordex SE,True,False,False,True,100.0,12.54,12.55,12.73,12.31,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.01,10.0,,0,0,0,0,Tue Dec 06 17:44:39 CET 2022,False,False
3417,DBG.FR_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345096162,,0,3,2,224,2423,2147483647,France,Derichebourg SA,True,False,False,True,100.0,5.245,5.26,5.25,5.085,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.015,15.0,,0,0,0,0,Tue Dec 06 17:44:56 CET 2022,False,False
3418,YUM.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360391444,,0,2,2,12,2436,2147483647,US,Yum! Brands Inc,True,False,False,True,100.0,130.62,130.68,131.24,129.86,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.06,6.0,,0,0,0,0,Tue Dec 06 21:59:51 CET 2022,False,False
3419,ORRON.SE,SEK,STC,SEK,6,15,104,6,3,1,1,1670344799956,,0,3,2,225,2432,2147483647,Sweden,Orron Energy AB,True,False,False,True,100.0,26.09,26.13,26.46,25.85,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.04,40.0,,0,0,0,0,Tue Dec 06 17:39:59 CET 2022,False,False
3420,RDSA.NL_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345099168,,0,3,2,226,2426,2147483647,Netherlands,close only/ Royal Dutch Shell PLC,True,False,False,True,100.0,27.475,27.485,27.625,27.005,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.01,10.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,False
3421,EURCNH,EUR,FX,CNH,5,4,101,5,4,100000,1,1670364768025,,0,5,3,5,3313,2147483647,Minor,Euro to Chinese Renminbi,False,True,False,True,100.0,7.30011,7.3146,7.34989,7.29702,0.01,100.0,0.01,1e-05,1.0,-0.004721,-0.007775,5.0,0.01449,144.9,,0,0,0,0,Tue Dec 06 23:12:48 CET 2022,True,True
3422,YY.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360377937,,0,2,2,671,13,2147483647,US,YY Inc. CFD - ADR,True,False,False,True,100.0,32.23,32.45,32.38,30.87,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.22,22.0,,0,0,0,0,Tue Dec 06 21:59:37 CET 2022,False,False
3423,TUI.DE_9,EUR,STC,EUR,6,15,104,6,4,1,1,1670345097665,,0,4,2,225,2424,2147483647,Germany,TUI AG,True,False,False,True,100.0,1.6735,1.676,1.7,1.6605,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0025,25.0,,0,0,0,0,Tue Dec 06 17:44:57 CET 2022,False,False
3424,PNW.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360344916,,0,2,2,671,13,2147483647,US,Pinnacle West Capital Corp CFD,False,False,False,True,100.0,77.42,77.67,78.47,76.76,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.25,25.0,,0,0,0,0,Tue Dec 06 21:59:04 CET 2022,False,True
3425,OLN.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393946,,0,2,2,671,13,2147483647,US,Olin Corp CFD,False,False,False,True,100.0,54.81,55.13,55.76,53.92,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.32,32.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
3426,ATC.PL,PLN,STC,PLN,6,15,104,6,2,1,1,1670343306429,,0,2,2,223,2429,2147483647,Poland,Arctic Paper SA,True,False,False,True,100.0,20.4,20.45,20.55,19.9,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.05,5.0,,0,0,0,0,Tue Dec 06 17:15:06 CET 2022,False,False
3427,HOG.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360357923,,0,2,2,12,2436,2147483647,US,Harley-Davidson Inc,True,False,False,True,100.0,46.42,46.46,47.37,45.88,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.04,4.0,,0,0,0,0,Tue Dec 06 21:59:17 CET 2022,False,False
3428,PLUG.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360378438,,0,2,2,671,13,2147483647,US,CLOSE ONLY / Plug Power Inc CFD,False,False,False,True,100.0,13.75,13.82,14.97,13.66,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,100.0,0.07,7.0,,0,0,0,0,Tue Dec 06 21:59:38 CET 2022,False,True
3429,TRCO.US,USD,STC,USD,6,15,104,6,4,1,1,0,,0,4,2,12,2436,2147483647,US,Tribune Media Co  - class A ,True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
3430,SO.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360393946,,0,2,2,12,2436,2147483647,US,Southern Co,True,False,False,True,100.0,68.38,68.4,68.51,67.76,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
3431,BEI.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1670345058137,,0,2,2,225,2424,2147483647,Germany,Beiersdorf AG,True,False,False,True,100.0,105.5,105.55,105.55,104.5,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.05,5.0,,0,0,0,0,Tue Dec 06 17:44:18 CET 2022,False,False
3432,DIE.BE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1670345096663,,0,2,2,224,2417,2147483647,Belgium,D'ieteren SA/NV,True,False,False,True,100.0,180.3,180.6,180.5,178.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.3,30.0,,0,0,0,0,Tue Dec 06 17:44:56 CET 2022,False,False
3433,FUBO.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670359744550,,0,2,2,671,13,2147483647,US,Fubotv Inc CFD,False,False,False,True,100.0,2.56,2.6,2.75,2.53,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,30.0,0.04,4.0,,0,0,0,0,Tue Dec 06 21:49:04 CET 2022,False,True
3434,ETN.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390944,,0,2,2,671,3159,2147483647,US,Eaton Corp PLC CFD,False,False,False,True,100.0,157.37,157.95,159.74,156.01,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.58,58.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
3435,M0Y.DE,EUR,STC,EUR,6,15,104,6,2,1,1,1670344802960,,0,2,2,223,2424,2147483647,Germany,Mynaric AG,True,False,False,True,100.0,14.9,15.0,14.9,14.7,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Tue Dec 06 17:40:02 CET 2022,False,False
3436,COR.PT,EUR,STC,EUR,6,15,104,6,3,1,1,1670345096664,,0,3,2,223,2430,2147483647,Portugal,Corticeira Amorim SGPS SA,True,False,False,True,100.0,8.82,8.89,8.9,8.8,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.07,70.0,,0,0,0,0,Tue Dec 06 17:44:56 CET 2022,False,False
3437,FBHS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390944,,0,2,2,671,13,2147483647,US,Fortune Brands Home & Security CFD,False,False,False,True,100.0,60.39,60.62,61.42,59.16,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.23,23.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
3438,TTM.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360284879,,0,2,2,12,2436,2147483647,US,Tata Motors Ltd - ADR,True,False,False,True,100.0,25.27,25.28,25.48,24.74,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Tue Dec 06 21:58:04 CET 2022,False,False
3439,USDNOK,USD,FX,NOK,5,4,101,5,4,100000,1,1670363997713,,0,4,3,1,921,2147483647,Minor,American Dollar to Norwegian Krone,False,True,False,True,100.0,10.0152,10.0365,10.0461,9.8949,0.01,100.0,0.01,0.0001,10.0,0.000989,-0.005845,5.0,0.0213,213.0,,0,0,0,0,Tue Dec 06 22:59:57 CET 2022,True,True
3440,GRA.US_9,USD,STC,USD,6,15,104,6,4,1,1,1632247749910,,0,4,2,12,2436,2147483647,US,WR Grace & Co,True,False,False,True,100.0,69.97,69.99,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.02,200.0,,0,0,0,0,Tue Sep 21 20:09:09 CEST 2021,False,False
3441,ABT.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393445,,0,2,2,671,3159,2147483647,US,Abbot Laboratories CFD,False,False,False,True,100.0,103.43,103.77,105.12,102.96,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.34,34.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
3442,ALNY.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360394446,,0,2,2,671,13,2147483647,US,Alnylam Pharmaceuticals Inc CFD,False,False,False,True,100.0,218.79,220.15,224.64,214.8,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,1.36,136.0,,0,0,0,0,Tue Dec 06 21:59:54 CET 2022,False,True
3443,ZYXI.US,USD,STC,USD,6,15,104,6,2,1,1,1670360376435,,0,2,2,12,2436,2147483647,US,Zynex Inc,True,False,False,True,100.0,13.64,13.71,13.78,13.15,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.07,7.0,,0,0,0,0,Tue Dec 06 21:59:36 CET 2022,False,False
3444,BNP.FR_4,EUR,STC,EUR,6,4,103,6,3,1,1,1670345099167,,0,3,2,625,15,2147483647,France,BNP Paribas CFD,False,False,False,True,100.0,52.3,52.47,52.44,51.75,1.0,1000000.0,1.0,0.001,0.001,-0.01636,-0.00864,20.0,0.17,170.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,True
3445,LMT.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393446,,0,2,2,671,3159,2147483647,US,Lockheed Martin Corp CFD,False,False,False,True,100.0,483.65,485.41,490.76,481.11,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,1.76,176.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
3446,CYAD.BE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670344819968,,0,3,2,223,2417,2147483647,Belgium,Celyad SA,True,False,False,True,100.0,1.05,1.09,1.092,0.986,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.04,40.0,,0,0,0,0,Tue Dec 06 17:40:19 CET 2022,False,False
3447,TJX.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360393445,,0,2,2,12,2436,2147483647,US,TJX Cos Inc,True,False,False,True,100.0,79.59,79.61,81.08,78.83,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
3448,IDS.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1670345081655,,0,4,2,572,14,2147483647,UK,International Distributions Services PLC CFD,True,False,False,True,100.0,2.215,2.226,2.25,2.192,1.0,1000000.0,1.0,0.0001,0.0001,-0.02063,-0.00437,20.0,0.011,110.0,,0,0,0,0,Tue Dec 06 17:44:41 CET 2022,False,False
3449,QUB.PL,PLN,STC,PLN,6,15,104,6,3,1,1,1670341685289,,0,3,2,222,2429,2147483647,Poland,QubicGames SA,True,False,False,True,100.0,1.65,1.685,1.645,1.63,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.035,35.0,,0,0,0,0,Tue Dec 06 16:48:05 CET 2022,False,False
3450,MKC.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360357922,,0,2,2,12,2436,2147483647,US,McCormick & Co Inc,True,False,False,True,100.0,84.39,84.47,84.78,83.29,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Tue Dec 06 21:59:17 CET 2022,False,False
3451,MAN.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360390943,,0,2,2,12,2436,2147483647,US,ManpowerGroup Inc,True,False,False,True,100.0,86.57,86.62,87.4,85.72,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.05,5.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,False
3452,SBUX.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393946,,0,2,2,671,3159,2147483647,US,Starbucks Corp CFD ,False,False,False,True,100.0,101.83,102.17,103.89,101.27,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.34,34.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
3453,PFSI.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360388441,,0,2,2,671,13,2147483647,US,PennyMac Financial Services Inc CFD,False,False,False,True,100.0,58.32,58.53,59.28,56.44,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.21,21.0,,0,0,0,0,Tue Dec 06 21:59:48 CET 2022,False,True
3454,ZTO.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360372930,,0,2,2,671,13,2147483647,US,ZTO Express Cayman Inc - ADR CFD,False,False,False,True,100.0,25.45,25.54,25.46,24.58,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.09,9.0,,0,0,0,0,Tue Dec 06 21:59:32 CET 2022,False,True
3455,SONO.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360329908,,0,2,2,12,2436,2147483647,US,Sonos Inc,True,False,False,True,100.0,17.57,17.58,18.11,17.4,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Tue Dec 06 21:58:49 CET 2022,False,False
3456,NLOK.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360315400,,0,2,2,671,13,2147483647,US,NortonLifeLock Inc CFD,False,False,False,True,100.0,23.05,23.15,23.64,22.98,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.1,10.0,,0,0,0,0,Tue Dec 06 21:58:35 CET 2022,False,True
3457,PKO.PL_9,PLN,STC,PLN,6,15,104,6,3,1,1,1670343305926,,0,3,2,225,2429,2147483647,Poland,Powszechna Kasa Oszczednosci Bank Polski SA,True,False,False,True,100.0,28.85,28.85,29.22,28.66,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Tue Dec 06 17:15:05 CET 2022,False,False
3458,TOT.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360393446,,0,2,2,12,2436,2147483647,US,Total SE - ADR,True,False,False,True,100.0,59.95,59.96,60.93,59.57,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
3459,SXR2.DE,EUR,ETF,EUR,6,15,104,6,2,1,1,1670345099168,,0,2,2,226,3052,2147483647,ETFs,"iShares MSCI Canada UCITS ETF (Acc, EUR)",True,False,False,True,100.0,156.2,156.42,158.3,155.82,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.22,22.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,False
3460,OLPX.US,USD,STC,USD,6,15,104,6,2,1,1,1670360306393,,0,2,2,12,2436,2147483647,US,Olaplex Holdings Inc,True,False,False,True,100.0,5.81,5.83,5.91,5.76,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:58:26 CET 2022,False,False
3461,ALD.FR_4,EUR,STC,EUR,6,4,103,6,3,1,1,1670345041126,,0,3,2,623,15,2147483647,France,ALD SA CFD,True,False,False,True,100.0,10.8,10.86,10.84,10.26,1.0,1000000.0,1.0,0.001,0.001,-0.01636,-0.00864,20.0,0.06,60.0,,0,0,0,0,Tue Dec 06 17:44:01 CET 2022,False,False
3462,FINGB.SE_4,SEK,STC,SEK,6,4,103,6,4,1,1,1670344790952,,0,4,2,572,1355,2147483647,Sweden,Fingerprint Cards AB CFD - class B ,True,False,False,True,100.0,3.109,3.134,3.246,3.036,1.0,1000000.0,1.0,0.0001,0.0001,-0.01918,-0.00582,50.0,0.025,250.0,,0,0,0,0,Tue Dec 06 17:39:50 CET 2022,False,False
3463,DFS.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360391444,,0,2,2,12,2436,2147483647,US,Discover Financial Services,True,False,False,True,100.0,103.66,103.78,105.15,101.89,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.12,12.0,,0,0,0,0,Tue Dec 06 21:59:51 CET 2022,False,False
3464,BKKT.US,USD,STC,USD,6,15,104,6,4,1,1,1670360388441,,0,4,2,12,2436,2147483647,US,Bakkt Holdings Inc - class A,True,False,False,True,100.0,1.65,1.67,1.74,1.65,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.02,200.0,,0,0,0,0,Tue Dec 06 21:59:48 CET 2022,False,False
3465,FLS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390443,,0,2,2,671,13,2147483647,US,Flowserve Corp CFD,False,False,False,True,100.0,30.46,30.57,31.2,30.11,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.11,11.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
3466,ACA.FR_4,EUR,STC,EUR,6,4,103,6,4,1,1,1670345099168,,0,4,2,625,15,2147483647,France,Credit Agricole SA CFD,False,False,False,True,100.0,9.403,9.434,9.46,9.344,1.0,1000000.0,1.0,0.0001,0.0001,-0.01636,-0.00864,20.0,0.031,310.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,True
3467,IRDM.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360390943,,0,2,2,671,13,2147483647,US,Iridium Communications Inc CFD,False,False,False,True,100.0,49.53,49.72,50.29,49.25,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.19,19.0,,0,0,0,0,Tue Dec 06 21:59:50 CET 2022,False,True
3468,NDA.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1670345081655,,0,2,2,225,2424,2147483647,Germany,Aurubis AG,True,False,False,True,100.0,77.06,77.14,78.02,76.08,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Tue Dec 06 17:44:41 CET 2022,False,False
3469,EE.US,USD,STC,USD,6,15,104,6,2,1,1,1670360392945,,0,2,2,12,2436,2147483647,US,Excelerate Energy Inc - class A,True,False,False,True,100.0,26.94,27.07,27.69,26.31,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.13,13.0,,0,0,0,0,Tue Dec 06 21:59:52 CET 2022,False,False
3470,RADA.US,USD,STC,USD,6,15,104,6,4,1,1,1669399189845,,0,4,2,12,2436,2147483647,US,close only/ Rada Electronic Industries Ltd,True,False,False,True,100.0,9.89,9.94,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.05,500.0,,0,0,0,0,Fri Nov 25 18:59:49 CET 2022,False,False
3471,GOLD.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393446,,0,2,2,671,3159,2147483647,US,Barrick Gold Corp CFD,True,False,False,True,100.0,16.46,16.52,16.87,16.32,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.06,6.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
3472,HSY.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360393946,,0,2,2,671,13,2147483647,US,Hershey Co CFD ,False,False,False,True,100.0,231.21,231.98,234.57,230.03,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.77,77.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,True
3473,LNC.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360374433,,0,2,2,671,13,2147483647,US,Lincoln National Corp CFD,False,False,False,True,100.0,37.34,37.49,37.81,36.88,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.15,15.0,,0,0,0,0,Tue Dec 06 21:59:34 CET 2022,False,True
3474,IDUP.UK_9,USD,ETF,USD,6,15,104,6,4,1,1,1670345096665,,0,4,2,272,3055,2147483647,ETFs,"iShares US Property Yield UCITS ETF (Dist, USD)",True,False,False,True,100.0,27.31,27.36,27.47,27.22,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.05,500.0,,0,0,0,0,Tue Dec 06 17:44:56 CET 2022,False,False
3475,SPA35.cash,EUR,IND,EUR,5,4,102,6,0,10,1,1670353199007,,0,0,3,6,2078,2147483647,Europe,Contract for index reflecting 35 largest Spanish stocks quoted on organized market.,False,True,False,True,100.0,8313.0,8319.0,8366.0,8300.0,0.01,100.0,0.01,1.0,10.0,-0.012213,-0.004448,10.0,6.0,6.0,,0,0,0,0,Tue Dec 06 19:59:59 CET 2022,False,True
3476,MTS.ES_9,EUR,STC,EUR,6,15,104,6,3,1,1,1670345099168,,0,3,2,226,2431,2147483647,Spain,ArcelorMittal,True,False,False,True,100.0,25.605,25.625,25.76,25.27,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.02,20.0,,0,0,0,0,Tue Dec 06 17:44:59 CET 2022,False,False
3477,AQUA.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360378438,,0,2,2,671,13,2147483647,US,Evoqua Water Technologies Corp CFD,False,False,False,True,100.0,42.78,42.99,43.27,42.43,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.21,21.0,,0,0,0,0,Tue Dec 06 21:59:38 CET 2022,False,True
3478,UUP.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1670359077650,,0,2,2,671,70,2147483647,ETF,PowerShares DB US Dollar Index Bullish Fund ETF CFD ,False,False,False,True,100.0,28.45,28.57,28.46,28.29,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,40.0,0.12,12.0,,0,0,0,0,Tue Dec 06 21:37:57 CET 2022,False,True
3479,MTD.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360359423,,0,2,2,671,13,2147483647,US,Mettler-Toledo International I CFD,False,False,False,True,100.0,1446.94,1453.27,1453.57,1426.91,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,6.33,633.0,,0,0,0,0,Tue Dec 06 21:59:19 CET 2022,False,True
3480,ATVI.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360362928,,0,2,2,12,2436,2147483647,US,Activision Blizzard Inc,True,False,False,True,100.0,76.23,76.25,76.91,75.97,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Tue Dec 06 21:59:22 CET 2022,False,False
3481,SHEL.UK_9,GBP,STC,GBP,6,15,104,6,3,1,1,1670345098668,,0,3,2,226,2434,2147483647,UK,Shell PLC,True,False,False,True,100.0,23.605,23.62,23.81,23.225,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.015,15.0,,0,0,0,0,Tue Dec 06 17:44:58 CET 2022,False,False
3482,TEX.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360378938,,0,2,2,12,2436,2147483647,US,Terex Corp,True,False,False,True,100.0,44.19,44.28,45.05,43.39,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.09,9.0,,0,0,0,0,Tue Dec 06 21:59:38 CET 2022,False,False
3483,TTEK.US_9,USD,STC,USD,6,15,104,6,2,1,1,1670360392945,,0,2,2,12,2436,2147483647,US,Tetra Tech Inc,True,False,False,True,100.0,153.23,153.77,154.86,151.43,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.54,54.0,,0,0,0,0,Tue Dec 06 21:59:52 CET 2022,False,False
3484,ACCD.US,USD,STC,USD,6,15,104,6,2,1,1,1670360393446,,0,2,2,12,2436,2147483647,US,Accolade Inc,True,False,False,True,100.0,7.72,7.75,8.18,7.64,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.03,3.0,,0,0,0,0,Tue Dec 06 21:59:53 CET 2022,False,False
3485,MOH.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360373933,,0,2,2,671,13,2147483647,US,Molina Healthcare Inc CFD,False,False,False,True,100.0,334.03,335.41,337.53,331.25,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,25.0,1.38,138.0,,0,0,0,0,Tue Dec 06 21:59:33 CET 2022,False,True
3486,GKS.DE,EUR,STC,EUR,6,15,104,6,2,1,1,1670345097164,,0,2,2,223,2424,2147483647,Germany,GK Software SE,True,False,False,True,100.0,139.6,143.4,142.8,139.4,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,3.8,380.0,,0,0,0,0,Tue Dec 06 17:44:57 CET 2022,False,False
3487,KMI.US_4,USD,STC,USD,6,4,103,6,2,1,1,1670360332911,,0,2,2,671,13,2147483647,US,Kinder Morgan Inc CFD,False,False,False,True,100.0,18.03,18.11,18.61,17.97,1.0,1000000.0,1.0,0.01,0.01,-0.02308,-0.00192,20.0,0.08,8.0,,0,0,0,0,Tue Dec 06 21:58:52 CET 2022,False,True
3488,MLNT.US,USD,STC,USD,6,15,104,6,4,1,1,1587152255260,,0,4,2,12,2436,2147483647,US,Melinta Therapeutics Inc,True,False,False,True,100.0,0.1,0.15,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.05,500.0,,0,0,0,0,Fri Apr 17 21:37:35 CEST 2020,False,False
